acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,total_acc,total_gyro,roll_avg_acc_X,roll_avg_acc_Y,roll_avg_acc_Z,roll_avg_gyro_X,roll_avg_gyro_Y,roll_avg_gyro_Z,tlt_X,tlt_Y,Still_Time,fall
-2.054570447468291,-4.584296713992295,8.10705461881358,0.04524734331997375,-0.3942475349427968,-0.3513952426518994,9.508703322051888,0.46592497814900624,-1.2957992356240593,-6.425447174756091,7.500666182982152,0.012524515939275897,0.10480252311575222,-0.1609991596134618,-29.243310418288306,-13.413381041896079,7313.918327975247,1.0
1.9526570854352334,1.7508921211488457,-9.97184108921325,-0.04198477640343176,0.05015610271011684,0.02221640490180632,10.41252884179346,0.10828707972009943,1.6107866191036377,1.372932147390485,-4.88265919809822,-0.7466394167900714,-0.29795181523737013,-0.5438752237374975,170.6514894251992,169.072684827222,5109.997245198429,1.0
-4.962202362339592,1.8030973878302765,8.039323536936688,-0.10310288169914718,-0.0637218767782997,-0.10207838710828798,9.59536151259562,0.058241111133744944,-4.893839600170734,1.7226561450198419,7.819948129288712,-0.1993561968801031,-0.008277150970201817,0.013559944690736922,12.528191979418375,-31.736978971384744,7313.975709737623,1.0
-0.43908524930496423,-2.553968487561591,9.356475073924285,-0.5447930065122197,-2.6040922321394095,-0.043409297769284726,9.770753142306333,2.536349686697001,-1.8758654339098466,-3.391569915437824,8.508251691705658,-0.04482975320530547,-0.5996718177380658,-0.2693146609319608,-15.91680021261934,-3.042122900743221,7314.079233451065,1.0
-5.006466010746857,1.739444447436671,7.934448707116781,-0.0749555273293837,-0.052443719977293385,0.07801436629899651,9.512276164764005,0.28187637554639444,-4.952736544488965,1.7035064993919977,7.899163831097733,-0.14371623399792324,-0.03665110605445261,0.017652218675485803,12.513678322319443,-31.723976563475222,7313.978703988348,1.0
1.9598610103077836,1.6827929994591222,-10.039270639088546,-0.12316767682304418,0.0032775554980566703,0.015653932726538432,10.383998514155481,0.1877244767255337,1.6675741756806803,1.4934297470036095,-5.9896200531661945,-0.6426171051676324,-0.1538196334268271,-0.4159164906600062,170.02090759033544,168.89842579655485,7313.994338378733,1.0
2.003921982989491,1.6583538920513399,-10.138278884604649,-0.21171546352118353,0.09999913765508103,0.00015469977963529784,10.493565160412185,0.13334021669134602,1.6776177248000181,1.5626773234775582,-5.914912742500623,-0.737295469584918,-0.2777707749077486,-0.41077387785251124,170.0148050438736,168.90820647093676,7313.944838873787,1.0
-4.89401660312546,1.7615991001843547,8.02698516484768,-0.07009509348799559,0.016590290269410897,-0.007819455595346966,9.611352964864821,0.12032741906213923,-4.8879703727802974,1.704852627317232,7.8356483841967455,-0.11661403428272336,-0.03601745599949407,-0.040864098978075164,12.443759800201926,-31.702153235331426,7314.03965911332,1.0
-9.666862103098916,-1.6231106097853365,1.7835432416956203,-0.7593001066070657,-0.366018178241287,0.04975824900887553,9.883560337024948,0.7520575673506535,-6.085248539629486,-5.390021884100916,4.106421885524513,-0.05408131544746079,-0.055533198221121294,0.23947359792389894,-42.762063832080436,-79.33574341061676,5110.034327184594,1.0
-5.01873639085138,1.82235927693562,7.9630815800905514,-0.12538083763538668,-0.007361306299168809,0.008847769225666966,9.483501468418586,0.20424340089851903,-4.8748666440988275,1.685470590205494,7.850501637457397,-0.10686792687569341,-0.005289265326185713,0.056506703646412575,12.872537031760228,-32.36382082149115,5110.01763154817,1.0
-4.986347803403929,1.8133531070984255,7.9389084475513805,-0.12736861953728199,0.025771972479913197,-0.07790369191000006,9.56764372698932,0.06997956361618612,-4.858792415935586,1.7426661908836467,7.81574817755936,-0.1350771522888518,-0.03695181817809608,-0.030025680286739992,12.875328325245514,-32.41662594464269,5109.982904648742,1.0
-0.5159651545062339,-2.654692181655938,9.337405178158507,-0.6301379883091047,-2.5459410838887995,0.008424927737938596,9.805104040120572,2.5614740577832364,-1.9184442814073224,-3.3538246164423646,8.547364209865835,-0.13034572032131791,-0.5982819195943853,-0.20251787121026457,-15.904865375923583,-3.0127403061886495,7313.966382242541,1.0
-9.713022972693759,-1.6354133630285144,1.9094283539438388,-0.6026632138366557,-0.29630668898018414,0.014320969973907138,10.01138244022963,0.7371472738731877,-6.042256931202698,-5.422796216731695,3.9448980707911905,-0.04477000746510054,-0.07715651041167079,0.22981272415225884,-42.67499224035727,-79.31270590377571,5110.010028340014,1.0
1.5804742803737313,0.8296830116502615,-10.208166958606961,-0.057153241994910585,0.0191576568984078,-0.10912777313649158,10.322049410495646,0.10899169062933917,1.6009997002157381,0.7936521542418269,-10.037614667668251,-0.10692961971317505,-0.007089247367406887,-0.08772909579375957,175.58398485509858,171.17781199768538,5110.081805149686,1.0
-13.686790377486894,-1.6894599566703115,-4.567312250694946,0.5089257838773362,0.8524733473897458,0.035481130256297344,14.481697761983988,1.0108906302468228,-9.174164908390535,-3.5070538244181897,-4.089197365100611,-0.09579096281480162,0.21403224017663988,-0.40242501672743625,-159.8681021190008,-108.42918468504688,5109.976389681931,1.0
-1.9213236638867026,-4.434046542522885,8.313637608239388,0.5052046662947797,0.8439303688150429,-1.2505917039028358,9.583887040040603,1.6876088456089522,-1.9357195630098734,-3.1249010344653945,8.47820081237542,-0.2651103661435281,-0.8860542900586981,0.04883545883094761,-28.030859050141405,-13.662494760683781,5109.982967946507,1.0
1.5644191385202804,0.91758219226008,-10.191297518978555,-0.0773726375094256,0.03550516672717001,-0.03255535194015849,10.356310985253788,0.12042770023786831,1.4993591447620072,0.6578991003776338,-10.012920181903723,-0.11864115417330982,-0.06012835151496342,-0.00880343277528161,175.55726704965645,171.23120844270076,5109.980389602722,1.0
-1.8445673763102797,-6.8908732483830075,7.838704140878455,-0.742999469281845,0.3330631069316754,-0.24348002964909263,10.620419217343876,0.9755020444214064,-0.3305978143213466,-5.116386864406603,7.3161275912337915,-0.4657260521842438,-0.16323864176653494,0.10009014561090951,-41.28306593676192,-13.323239508975979,5109.915899722999,1.0
1.5445966886379425,0.7112964116283484,-10.222013962626091,-0.11829245242282418,-0.013966014869034827,0.05483088764430865,10.36194303481878,0.11207201150959399,1.5229155176223836,0.7556567446445015,-10.13443314976469,-0.07383579984848238,-0.035792071011172856,-0.027170096327810908,175.49100993667366,171.21563548859567,5110.0094038351235,1.0
-1.9455883750201397,-4.382327128578066,8.430905988077063,0.49478814362606527,0.8450752095649305,-1.2903747055254018,9.612521828024084,1.6158006215504825,-1.94902660344714,-3.1130139428579,8.576390508628007,-0.24094775091852694,-0.8859849273395031,0.06842859853728006,-28.049022778135637,-13.564767578581838,5110.06037396231,1.0
-9.663273377300742,-1.6170453467345798,-4.325985057151186,1.156792505783005,0.4777415102794299,-1.0132278662566485,10.645185249146925,1.6011515834762573,-10.119502045548678,-3.137430080330223,-4.224658427915302,0.0800455907136291,0.3222482918359453,-0.407976885689939,-160.06233914669474,-114.05443496100354,7313.9955637524745,1.0
1.97208160771605,1.6873025470432435,-10.086808418701825,-0.10843693166776026,0.004004062624867861,0.009727804813053303,10.3770050804955,0.06565692788458674,1.6091251315447586,1.3540329457230418,-4.84237046219885,-0.8186759007267104,-0.29888662138009303,-0.4676051734414425,170.70858125367485,169.09577316369572,5110.052542356983,1.0
-9.72907152741292,-1.5549857405862717,-4.289364161740383,1.1596117642833406,0.46553983382358005,-1.061889973094486,10.554323704207734,1.6137441461835347,-10.098460591063994,-3.166066719857581,-4.264754968439812,-0.01346155620672787,0.4871011228787186,-0.2805918928794839,-160.063667557321,-114.1918999808083,7313.986445454322,1.0
-0.128531932423669,-5.487430489935756,8.272447620310473,0.09758495300241969,0.06010740315967482,-0.011282756242024766,9.905315080833228,0.25808377824313894,-1.6081122253160043,-6.716999105519675,7.270734951364752,-0.025545329648181445,0.08512997628236657,-0.130585054259554,-34.20948192015551,-1.0689278440060517,5109.995315841074,1.0
-1.947375373277929,-6.809266745441393,7.847858787721553,-0.7373971363508903,0.3330896401548112,-0.2683548259801907,10.610793092323654,0.8271841888523859,-0.4020298736347803,-5.1866445711568785,7.3052523617782885,-0.405278309152766,-0.1701556320687025,0.05980878235878556,-41.32457433725261,-13.380393999394997,5109.9945297004915,1.0
-0.14585883624840087,0.37273718800187283,6.671332419736269,1.0289070299621697,-1.2581564408815678,0.4198333562745131,6.601948748167078,1.637461448474043,-0.6757642267621815,-5.534904043913156,7.340708124013636,-0.5169604978992236,0.011304369836183839,-0.04499285297174803,3.0696640044960244,-1.4940278193463337,7314.061484912199,1.0
-0.5532395639396084,-2.6897983274205846,9.44868149425256,-0.5283646803184351,-2.5622233161042653,0.02372005643051791,9.85492233913452,2.578144790594803,-1.8786830236938097,-3.383556436567173,8.496058696512561,-0.05517856397953881,-0.5658398665346118,-0.21975398162239626,-15.955698901660279,-2.955314016950936,7313.920383988509,1.0
-9.593492068690523,-1.6058417106184932,-4.2714362908489045,1.0871917390544228,0.4706278517336683,-1.09202862638973,10.720228815143761,1.6113297639068773,-10.11916362489267,-3.1135862803645864,-4.2087066300185105,0.004248221432239081,0.27317147852786006,-0.38899136607129464,-160.0392413438013,-114.15401760979222,7313.929718385775,1.0
-8.352157215898204,1.933255815479239,4.131094984626141,-0.46436718674139776,-1.261372892336006,0.45667911505442144,9.4941646027955,1.4666282833981785,-8.972736206822592,-3.228377825955218,-3.714001596018228,-1.029089106704242,-1.2014553076860515,0.204458329542234,25.073154119533967,-64.06445786173484,5110.0824494971,1.0
-9.821738356117908,-1.6688837412060777,1.792091823135285,-0.6453557650305441,-0.3972407833622075,0.010541829283600354,10.028910621271649,0.6871886482429267,-6.11166766605571,-5.42919715491165,3.975921528676547,0.0584328317488022,-0.050893203623988005,0.3894078596154096,-42.74670700942202,-79.30508597966208,5109.999803475678,1.0
-9.660153954127411,-2.8078228020881686,-4.659351674956191,1.404273119515199,-0.06361788025592091,-2.9818270351038865,11.08276308121646,3.415433520794879,-9.030892268370684,-4.127142248891673,-5.141761938553648,-0.24017072005424622,0.23322074655784933,0.5502050592320258,-147.99447772676004,-115.8316997579637,5109.997317729463,1.0
-5.906865449089704,-6.931677100400272,4.845463867169563,0.4736867419649412,0.34912157062129306,-0.10510238156958064,10.376022738193624,0.5708248719307991,-6.778515797023966,-4.57764997774035,3.6240702272785748,-0.16221762247271568,-0.12431002300818848,0.2972795639901265,-54.84393386367108,-50.49800037237724,7313.997345078946,1.0
2.0139348103916253,1.691637747050287,-10.038124589613455,-0.08438018761164302,-0.0024419421776858217,-0.026296664318339956,10.380990453664191,0.0694023328521345,1.64964837804119,1.5298010233020833,-4.998211777587398,-0.7666106026237749,-0.3582105714403311,-0.42144888064471114,170.75074346228078,169.05840385889343,5109.903999831148,1.0
1.8898223043617446,1.5906883640185951,-9.976852917034446,-0.09878040982211221,0.053968836755214473,-0.030785887627505594,10.354428459292224,0.15098780018581323,1.6336022792529301,1.398805301612623,-4.891456529140663,-0.7545977087906691,-0.3639984484530093,-0.39054404057204606,170.69130368652904,169.08825093311955,5110.002720759272,1.0
-4.987780366715108,1.8588598427083443,7.904445346180161,-0.13512578049608703,-0.026999638095390813,0.02367394680301807,9.61336497575641,0.06854777444858512,-4.860198005098875,1.7230120849200183,7.816018969526823,-0.1148210612296703,0.03647343042085698,0.005933026441109242,12.904922329323957,-32.23612490292273,5110.037654603307,1.0
-11.252829436498734,0.17616413753779125,-6.581206638915748,0.2442583473768873,0.07646063938859919,-1.3865311621397052,12.994815491982804,1.5258675032749285,-9.241625297755965,-4.008641796561968,-4.905275296321112,0.12192882962158276,0.13217113515325343,-0.10645313821324476,178.84191432495334,-120.39091860971467,7314.021097591859,1.0
1.9015873428693706,1.7741714349884878,-10.060558955725655,-0.10969106125845832,0.06375093557474845,0.017723491450145106,10.42275503300221,0.13284675691271025,1.712372582465661,1.4563553900106758,-5.9954637632162315,-0.6980497522351008,-0.2613628295231541,-0.38794919112798953,170.06592865406412,168.87314075340524,7313.958507070317,1.0
-4.8964851771263405,1.7374131196220948,8.043098700762247,-0.15531805608116245,-0.045123537192206555,0.015510659316089326,9.532794710832233,0.15871278409810813,-4.990954647927607,1.80785511726159,7.814721236273115,-0.07884902682773169,-0.032722058671588665,-0.0015283462664969268,12.537712200855575,-31.67797135352698,7313.979222060607,1.0
-1.9370890077333662,-4.4993221282552325,8.061225077276056,0.09511394870700823,-0.32074058502386027,-0.38882033712676584,9.59799277070031,0.5119799515710309,-1.3964915325305507,-6.405205078186137,7.445743762816873,0.10922934404446148,0.14773213048614353,-0.11734815327560229,-29.321820472524767,-13.358658201868941,7314.018664795657,1.0
-4.959454746588225,1.816588241191488,7.84284731361539,-0.10468778489022987,-0.06010477199376326,-0.05235851476995817,9.502149830971437,0.10681688981794808,-4.907181928288345,1.8351959866390242,7.882668794163084,-0.1887557659662695,-0.08302742165597855,-0.013463794629852482,12.871863571890781,-32.36331881750169,5110.046688500464,1.0
-0.4960882050230785,-2.675599299450976,9.363455386960561,-0.4797784388690245,-2.479676119001957,0.0011385213615306682,9.927000325121124,2.6265875856369147,-1.9111759326635462,-3.423538644586554,8.486562763072481,-0.07520771195881705,-0.5303038639268529,-0.152180588419163,-16.02422136674425,-2.962371242551814,7314.041914616543,1.0
-4.59889187880513,-6.965512999594455,-5.9585323942873325,2.266315629899633,1.4267130218967512,-0.2853213582479267,10.253907941016111,2.6776069451891282,-8.825340807559611,-2.2158124824545773,-2.209922349919539,-0.966885852116405,-1.1773244220858923,0.4003265969818202,-130.34527162078692,-142.58149932760028,7313.944281230402,1.0
-11.169942498689915,0.07508108427720286,-6.479756924988066,0.1952614134527322,0.11049314349123425,-1.4837840510574956,12.9781076344546,1.3672196064445772,-9.205319489357487,-4.013437722478302,-4.968929883944576,0.14920322045583853,0.1371934321655242,-0.23344491304546255,178.91856583199964,-120.30305734106415,7314.030706917493,1.0
-13.590505857780789,-1.733785023379184,-4.557100913082653,0.538370251696697,0.6617000801534161,0.06526746353759981,14.47560872965279,0.8397794414536981,-9.2956095284581,-3.5896746099397903,-4.178069014609996,-0.12406883177381922,0.21932439846134458,-0.4640463634041627,-159.85696290663904,-108.4428310470295,5110.069944058578,1.0
-5.968320016205297,-6.983367274822581,4.80512036541709,0.4748287315217506,0.23727788851638693,-0.2110904933688211,10.330764427952866,0.5585494293602845,-6.837811206663292,-4.589543683690179,3.6499928302183418,-0.1693085598702106,-0.11085250975894753,0.21887154647638637,-54.915491024759504,-50.46580401853728,7314.0275070408325,1.0
-1.6271117994093793,0.8281191706955047,-10.459161707636852,-0.12192710195995296,0.0587845195134124,-0.21644205174931708,10.614338578270344,0.18675119969589982,1.6041828140985623,0.6626862697237369,-10.107865238688106,-0.0637322238621451,0.004051994828648347,0.0774119172544072,175.18894287517026,-171.22994906363442,7314.02246299315,1.0
-9.516101585705528,-2.9548768431961823,-4.6006407901556985,1.5587175572218874,-0.01841365110695854,-2.9616834708183664,11.028280746205818,3.2467235782697013,-9.02075927821883,-4.196301386237143,-5.193228210267567,-0.23340068563899338,0.24426762918987435,0.4888742727271972,-147.97252539045544,-115.68002453859994,5110.024075165967,1.0
-0.1446463723969667,0.2961756171660514,6.599985823148487,1.053147575672344,-1.2242073350201244,0.4275443267722167,6.616049185543459,1.6575616927164158,-0.6501518451167098,-5.569294720892356,7.488646179630445,-0.5221540466714369,-0.03471540706215699,0.07680013998654091,3.0793343727928275,-1.4936134167892632,7314.03586127358,1.0
1.922944962472176,1.6397522288884796,-10.037495947433264,-0.08841797698546497,-0.0870497321062293,0.04276293224236215,10.29088194552371,0.012147687536231855,1.7034519796167842,1.4420525182574735,-4.9040865880124525,-0.8075030025874869,-0.30574783019198454,-0.4789343840753035,170.73712577103666,169.12416172832394,5110.002617455472,1.0
-0.243899683952607,0.33659269560085026,6.751978405284424,1.133620228021388,-1.1219766015278299,0.4316740401339625,6.6306403839620325,1.585302586819282,-0.6733526600353877,-5.584613462466987,7.4614187479481595,-0.47296600551825735,-0.057575718142587023,0.06488532180592536,3.1623554078899168,-1.4181942109102788,7313.976042280108,1.0
1.6377968121635464,0.7994691401478699,-10.274990183964075,-0.09823748938981854,0.07445610483384661,-0.030439821888906503,10.420137151189818,0.07407831455391806,1.5559298209660815,0.7316318624938191,-10.051276029198617,-0.13392060669634606,-0.015860701431495563,-0.03000053858559836,175.66206154066862,171.18019153400243,5109.980835575388,1.0
-0.13948640146782912,0.3536145129367195,6.717250599951243,0.9639950883201884,-1.1868543821623494,0.3310515894591694,6.5548160056082345,1.7174155168941876,-0.7567278859093582,-5.500766657393622,7.466737891500268,-0.39085105118471813,-0.11880021985753209,-0.0037421545919868494,2.9877586837412404,-1.4702810829748725,7313.960511097121,1.0
-8.331537466788523,1.908401658102321,4.02028551052453,-0.48918485430858866,-1.3346498634939543,0.39174102450009,9.50817761974248,1.419725435403594,-8.999091576616769,-3.1973327580049156,-3.7456226473995367,-1.0571922896331394,-1.2810289351110944,0.30626364884804674,25.000023752594576,-64.0849518220202,5110.019328894347,1.0
-2.0117163167080387,-4.646084353534356,8.232235355629284,0.11284505513576289,-0.37948462533714244,-0.387310314467736,9.491335412279472,0.5648448782612334,-1.3652389417291646,-6.492299481278859,7.459974356340561,0.051284674842840175,0.21674386513016736,-0.14115221228940836,-29.230172734145423,-13.293739706859329,7314.058271576914,1.0
-4.95415617434793,1.712150268269527,7.943389310121572,-0.1302490557276559,0.0313317377726124,0.08271652863549592,9.590727757999993,0.12383724915113634,-4.954033967180618,1.7399572633281242,7.960718733552658,-0.10265448036021275,-0.016905586917273976,-0.09411469342265237,12.617482789753872,-31.739071774576963,7314.1039138351425,1.0
-0.15456715884430297,-5.53116275560399,8.248018772082796,0.28377149015401293,0.20062078514125692,-0.09783767461928104,9.743630143681083,0.295360497089638,-1.6952155336832435,-6.696240276673444,7.333917444441065,-0.03646509280889798,0.08241867443314965,-0.1411053459199074,-34.13740195041807,-0.8949069870089508,5109.9521203397735,1.0
-4.992171860500166,1.8267121879476458,7.868832155016202,-0.11377931609719594,0.0915425933346391,0.06876582180225936,9.539889018122548,0.19573378027652388,-4.914553680851667,1.6575335956131592,7.949959713122457,-0.044913252673230576,0.009764189461732171,0.06897591662048048,12.90518798331021,-32.246197547198285,5110.04744967212,1.0
-0.17230921762880835,-5.45053493195352,8.236579053461835,0.27972578146464555,0.08957526129097676,-0.11116124003066086,9.836272947969748,0.2710680199448566,-1.689091787335896,-6.661386983438151,7.338977288542873,-0.04610895194554192,0.07453829745942936,-0.08750957949783125,-34.08009533175858,-1.0603113761046958,5110.0735380116885,1.0
-4.961764051160886,1.7788961624666055,8.016719580736355,-0.1264018215405917,0.016534399785294314,0.052160386159431235,9.54971822083423,0.17191662587161258,-4.926043235207301,1.773954252444847,8.030587725317734,-0.08195110941293655,0.012585355568005106,0.06672770920692558,12.455344211832236,-31.700471060271312,7313.981824452633,1.0
-9.673775346943904,-1.48557877462398,-4.377702665339579,1.0558288062394843,0.48548926569313006,-0.9968614232888686,10.658320598370288,1.5687447103487762,-10.07088508983978,-3.1629642134939027,-4.207185436246318,0.028654544704907723,0.37699604230507217,-0.36903880267506955,-160.0152570579506,-114.10671297611651,7313.90651203347,1.0
-5.909292654860247,-6.964394276193546,4.893978783388986,0.45455643731156836,0.39317995966979047,-0.15184660906944722,10.330624755357466,0.5976701228544564,-6.757794818091887,-4.663922337126025,3.5983751912251782,-0.1463819806047074,-0.05076234938561479,0.15909685658336387,-54.84097544626724,-50.516381164353795,7314.074467828287,1.0
-5.080892772593405,1.7648762710832435,7.958678959303406,-0.1635291260488918,-0.03354350016823462,-0.05407596714652388,9.442581617555357,0.15395320695072717,-4.8837034446991625,1.6769656915731634,7.9508068931386475,-0.12440523492090634,0.042779529879758166,0.011753434261484156,12.952410478261204,-32.32420107959747,5109.895556075422,1.0
-0.12446853058272984,0.30989435111087854,6.670250781207101,1.0895577964167595,-1.2105810029634774,0.2768513110660393,6.698388349985183,1.5928087614739965,-0.7472898252306682,-5.488012517718704,7.502503711129654,-0.5032762076729087,0.017687383108039884,-0.05181066170213801,2.99595967223101,-1.5171995945833145,7314.009447397339,1.0
-9.631953515335614,-2.82416336344409,-4.605124223314761,1.499770617069006,0.020311106057414832,-2.9265604690840785,11.107149510364426,3.409476816915556,-9.071623163101142,-4.152401547647659,-5.091772920813375,-0.25071544005436924,0.13674830147029643,0.5113765840709864,-148.00078351900115,-115.73106257819347,5110.015309336898,1.0
-5.0141686930863205,1.8389443961458123,7.928358755368119,-0.09957240513239268,-0.02129643799095879,-0.009490810316163677,9.516104403909697,0.11657031540953688,-4.888569559221331,1.6798917474960882,7.772957940460506,-0.10775751062085155,0.044569851951724616,0.04415494333794757,12.979882680927432,-32.327439550417694,5109.929843215883,1.0
-2.0727038196094507,-4.483274886672753,8.254566688328117,0.5880750634306684,0.944546132836442,-1.2606765014763668,9.52444092546315,1.654152426607053,-1.892763111317131,-3.0827605403826106,8.536886037667735,-0.3337235865253609,-1.0238254926105814,0.1612407674629739,-28.026531687935506,-13.642199271856265,5110.047549576246,1.0
-9.662909994159095,-1.7890940067436336,-4.222367648545585,1.0595298508814088,0.47210958105917844,-1.070306674893857,10.75919241627025,1.6173030002627287,-10.091821551526952,-3.239374324369954,-4.255666789006506,0.060195441033488194,0.3707418365040922,-0.38896566688648654,-160.04425164169817,-114.03687423725465,7314.053083170959,1.0
-1.913303226191526,-4.512642142298236,8.168545960943703,0.0571699235490572,-0.3924785145483559,-0.3713839318717922,9.592518432695291,0.49996314404205083,-1.3507818020052096,-6.389122227089203,7.454412615179318,-0.06822560544492864,0.20540875516112256,-0.0831940894697325,-29.382662646964413,-13.392611036733362,7314.029826678419,1.0
-9.597402192313721,-1.5506144719887502,-4.365753843399417,1.0520576348442998,0.3753800670251166,-0.9809733039118911,10.71040339415056,1.7225254296575445,-10.129998625207582,-3.1784970947838174,-4.166457762729374,0.12338614104082327,0.2954026653703916,-0.38990646672367946,-160.01159231472917,-114.1358872119049,7314.007451912841,1.0
-0.5296860652595389,-2.6917703391440906,9.52916602942366,-0.5096855868300365,-2.5823376812584495,-0.012451704715078693,9.76024374226419,2.621797293859574,-1.9107209271050152,-3.3572203064427373,8.522030780395088,-0.06178001586097099,-0.612142950254226,-0.13036432797841735,-16.05278375220117,-3.0306698143790474,7314.058349923048,1.0
-5.939207731319946,-6.908399407205296,4.906389815005057,0.5125099278770008,0.28524695137108597,-0.19785481707248778,10.224647493751576,0.5712381041145285,-6.82630295275242,-4.6408372835515515,3.5609592468664144,-0.1753953365655729,-0.07179505760509305,0.1507589263100899,-54.89492827735329,-50.53122550137579,7313.903435965209,1.0
1.9771411898903213,1.6665605943009298,-10.036886988685533,-0.16570005970839707,0.056055646115828354,0.06162039049434414,10.38857400805131,0.09940101120630007,1.587442897044981,1.422435663955644,-4.900986306073674,-0.7274809443893262,-0.25499904599011075,-0.41162982574496304,170.67652955154952,169.06045637300855,5110.015001265169,1.0
-0.211404115329827,0.37230541179315596,6.589715125597797,1.161339352797782,-1.2535472920847377,0.3429366202164025,6.525293834682754,1.6560120805287142,-0.802798431818121,-5.428719755460031,7.47302441622694,-0.4216598061328125,-0.03674249032612828,-0.03400416660684931,3.0037329447300323,-1.5162697686542204,7313.974738926669,1.0
-0.05819410363157551,-5.493131247875901,8.25667648544154,0.20493009923121272,0.11271480409080754,-0.10741450812289102,9.896292772406595,0.2627133487500246,-1.6161610810587979,-6.720495318943108,7.35647605532343,-0.006431782764681992,0.09115705294484226,-0.15870238564147443,-34.147690937009656,-1.01316463867148,5109.876525388236,1.0
-5.0259300570977565,1.853912522672518,7.820357518208075,-0.11601151134306782,0.057565823600564774,0.017708384648164183,9.513210703226735,0.05561949445480474,-4.869235159341757,1.7621916684242265,7.894019226504842,-0.17748472501599347,-0.05874251223384441,0.07132094849414651,12.847848323872267,-32.29008895903685,5109.857511301833,1.0
1.58073661519038,0.7732976215980699,-10.248886746549626,-0.06234586943749457,-0.0393575760054522,-0.057134076039397706,10.332756085993717,0.14433509395077412,1.5822304392120274,0.7364191147522109,-10.145613715886817,-0.1683452879193523,0.10937529077997864,-0.05567007044022135,175.5874918512677,171.09619279704097,5110.036248017691,1.0
1.9329677477175546,1.69644432632848,-10.031583509241967,-0.09092284147451066,0.06990671507039874,-0.035512058087275374,10.333796477674955,0.05696717365723528,1.6122711638175986,1.4098392724063016,-4.935332639509702,-0.7223675490771887,-0.17636386840703483,-0.5125265438420874,170.7723477357429,169.10565551207404,5110.03365458633,1.0
-9.690731410465787,-1.5202109673476656,-4.330759082899743,1.2296022501751769,0.5675926193008218,-0.9604098990880205,10.595399460246334,1.5799599913035083,-10.182786406198575,-3.1602238430575564,-4.271025391615599,0.0972148663240976,0.35068723894396936,-0.2693601723441293,-160.069074201343,-114.14357418649713,7314.027803640151,1.0
-1.971322856683206,-4.434782408598152,8.340782518842763,0.5361642217277773,0.8260474957890216,-1.2530301008198415,9.497164098953304,1.592555260361742,-1.8110719249881253,-3.058215346196624,8.640611162777859,-0.27222666809199625,-0.9489020598319846,0.16998540708341173,-27.982266638279494,-13.552787823993972,5110.012182289884,1.0
-11.20281912917665,0.13413229864943263,-6.574747245980746,0.20614995386705434,0.04747714552092783,-1.4196875839101153,12.978182628292398,1.4907378504984605,-9.122529695361795,-3.8550526513315724,-5.017580661647436,0.12241569036315467,0.12446962025309713,-0.24435480788565284,178.92686303419205,-120.19681529017588,7314.014068342367,1.0
-5.045611752996515,1.7415716703943391,7.929659833741552,-0.060163720684903665,-0.04276174863608059,0.002026623810333352,9.635947276548535,0.1286237636948487,-4.9782105577923295,1.7973964646526213,7.7774389171110645,-0.034492272103028965,0.03204435675276423,0.022426890596011537,12.903558872224849,-32.24730623188483,5110.123497008168,1.0
-9.695650667043687,-1.579436881816285,-4.307183836887363,1.0410979722108247,0.49777514681027096,-1.0968859823747503,10.746555090021014,1.6456754435976153,-10.162024540996452,-3.213273387710749,-4.232646068078435,0.07735855134835232,0.3159930605256662,-0.36650985376682094,-159.99676067296667,-114.17721979520132,7313.985439890923,1.0
-4.875951007770594,1.7878824363735684,7.94053353818418,-0.09264561903570706,0.1006651687157368,-0.027965758532012296,9.465427754764884,0.13339421012064712,-4.920940714928907,1.8193580287831537,7.932022484650843,-0.12442266783871556,0.022716677991003936,0.10759324877810812,12.487748797906775,-31.741008158404696,7314.013961598816,1.0
2.0336016448618968,1.8256496653087213,-10.082513340968864,-0.14730274162667423,0.049199849163930956,-0.008130456234793748,10.48511774456744,0.06719292683692098,1.6620748952564735,1.403817227154865,-5.9554967338847655,-0.6050799807373496,-0.2941559206130794,-0.393391907915511,169.96035846678944,168.82140680558967,7314.018533036009,1.0
-9.615975520585245,-2.904412408260001,-4.646406558341928,1.5895538600751793,-0.06672296631340718,-2.921235332806974,10.980267782235344,3.237848144164412,-8.951020965779433,-4.228518722426426,-5.139438755727977,-0.2572943787915762,0.25230634554222153,0.5478654580314026,-148.0573876227329,-115.78776906847479,5110.038580237491,1.0
-4.973251965879436,1.755990128510617,7.856861725434182,-0.08749326064055889,0.025668503013631674,0.03270396617814666,9.617582044711613,0.14480336168151856,-4.886411189002269,1.7067745588836911,7.8638145737094085,-0.14065970885785706,-0.008085885936454066,-0.016378933914286395,12.84711020803999,-32.331964437393744,5110.052523819323,1.0
-4.909414823853305,1.7311167989201308,7.993606187958055,0.0034629747927665683,0.026777994138390215,-0.13787335277928692,9.588222110230184,0.15529027025282505,-4.846727227362092,1.7154078648243316,7.849242593551864,-0.12608073397920277,-0.0013682918276240025,-0.0065478635158993295,12.434832402860055,-31.7650750008842,7313.933743909948,1.0
-1.6457370286301538,0.8586930813917685,-10.503983321275461,-0.21282938126387724,0.0634260354150899,-0.11311670529618598,10.559180651209182,0.21424135432405264,1.5280145973129433,0.6098106396701272,-10.121237381814035,-0.08653926489892094,-0.10795575942488843,0.07436110502242813,175.14963889948774,-171.41487869684298,7314.05994601145,1.0
